CensusTract,State,County,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,LowIncomeTracts,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,DollarStoreCount,SnapStoreCount,WalmartCount,Land.Value.1.4.Acre.Lot.Standardized,Land.Value.per.Acre.as.is,Land.Share.of.Property.Value,Lot.Size,Interior.Square.Feet,Property.Value.Standardized,Property.Value.as.is,HPI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP,HousingUnits,TotalPopulation,KidsShare,SeniorsShare,WhiteShare,BlackShare,AsianShare,NHOPIShare,AIANShare,OMultirShare,HispanicShare,HUNVShare,SNAPShare,DollarStoreShare,SnapStoreShare,WalmartShare
12086016500,Florida,Miami-Dade County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,112700,614100,0.237,4880,1930,341800,289700,280.43,2313,583,6927,248,406,0,21,299,6629,0,215,2345,9049,0.255608354514311,0.0644270085092275,0.76549895016023894,0.0274063432423472,0.0448668361144878,0,0.00232069841971489,0.0330423251187977,0.732567134489999,0,0.0916844349680171,0,0,0
12086016600,Florida,Miami-Dade County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116700,608600,0.31,5500,1490,351500,247900,358.37,800,505,3506,131,55,3,12,171,3466,28,266,1138,3700,0.216216216216216,0.136486486486486,0.947567567567568,0.0354054054054054,0.0148648648648649,8.10810810810811e-4,0.00324324324324324,0.0462162162162162,0.936756756756757,0.0246045694200351,0.233743409490334,0,0,0
12086016700,Florida,Miami-Dade County,0,0,0,0,0,0,1,0,1,0,0,0,0,1,4,0,128700,668900,0.34,5590,1450,364300,252800,435.02,1026,738,4674,80,54,1,0,181,4496,0,316,1365,4994,0.205446535843012,0.147777332799359,0.935923107729275,0.0160192230676812,0.0108129755706848,2.00240288346015e-4,0,0.0362434921906288,0.900280336403684,0,0.231501831501832,2.00240288346015e-4,8.00961153384061e-4,0
12086016800,Florida,Miami-Dade County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,112000,613300,0.3,5020,1480,348800,235600,446.05,808,592,3626,89,61,1,1,165,3234,8,306,1264,4214,0.191741813004271,0.140484100616991,0.86046511627907,0.0211200759373517,0.0144755576649264,2.37304224015187e-4,2.37304224015187e-4,0.0391551969625059,0.767441860465116,0.00632911392405063,0.242088607594937,0,7.11912672045562e-4,0
12086016900,Florida,Miami-Dade County,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,133000,1181700,0.227,1540,1280,369500,184600,NA,982,548,4141,131,26,0,2,230,3988,58,370,1659,4582,0.214316892186818,0.119598428633784,0.903753819292885,0.0285901353120908,0.00567437800087298,0,4.36490615451768e-4,0.0501964207769533,0.870362287210825,0.0349608197709464,0.223025919228451,0,2.18245307725884e-4,0
12086017000,Florida,Miami-Dade County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,130800,669500,0.338,5040,1340,368600,229100,428.6,1115,746,5064,116,53,1,2,232,4872,32,464,1788,5769,0.193274397642572,0.129311839140232,0.877795111804472,0.0201074709655053,0.00918703414803259,1.73340266944011e-4,3.46680533888022e-4,0.0402149419310106,0.844513780551222,0.0178970917225951,0.259507829977629,0,3.46680533888022e-4,0
12086017100,Florida,Miami-Dade County,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,154100,980900,0.335,3360,1390,373800,226500,537.67,1332,1014,6178,135,78,3,1,332,6009,133,572,2365,6520,0.204294478527607,0.155521472392638,0.947546012269939,0.0207055214723926,0.0119631901840491,4.60122699386503e-4,1.53374233128834e-4,0.050920245398773,0.921625766871166,0.0562367864693446,0.241860465116279,0,0,0
12086017200,Florida,Miami-Dade County,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,144700,630700,0.439,8780,1540,370100,289400,555.11,802,623,3472,91,98,0,4,150,3052,33,203,1084,3896,0.205852156057495,0.159907597535934,0.891170431211499,0.0233572895277207,0.0251540041067762,0,0.00102669404517454,0.0385010266940452,0.783367556468172,0.0304428044280443,0.187269372693727,0,0,0
12086017300,Florida,Miami-Dade County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,140400,631600,0.408,8170,1580,370700,290700,616.98,913,636,3777,176,81,0,16,305,3636,19,425,1560,4597,0.198607787687622,0.138351098542528,0.821622797476615,0.038285838590385,0.0176201870785295,0,0.00348053078094409,0.0663476180117468,0.790950619969545,0.0121794871794872,0.272435897435897,0,2.17533173809006e-4,0
12086017400,Florida,Miami-Dade County,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,133100,526700,0.424,11030,1740,353700,315100,437.41,1338,1021,5924,194,82,0,2,278,5133,216,399,2324,6042,0.221449851042701,0.16898378020523,0.980470043032109,0.0321085733200927,0.0135716650115856,0,3.3101621979477e-4,0.046011254551473,0.849553128103277,0.0929432013769363,0.171686746987952,0,0,0
12086017500,Florida,Miami-Dade County,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,129500,662300,0.328,5400,1530,351200,249900,318.64,828,464,3296,140,26,6,3,250,3327,46,623,1350,4208,0.196768060836502,0.110266159695817,0.783269961977186,0.0332699619771863,0.0061787072243346,0.00142585551330798,7.12927756653992e-4,0.0594106463878327,0.790636882129278,0.0340740740740741,0.461481481481481,0,4.75285171102662e-4,0
12086017600,Florida,Miami-Dade County,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,114700,722500,0.285,3690,1270,361500,214400,365.62,1535,494,5316,225,107,0,11,392,5269,83,577,2416,7494,0.20483053109154,0.0659194021884174,0.709367493995196,0.0300240192153723,0.014278089137977,0,0.0014678409394182,0.0523085134774486,0.703095809981318,0.0343543046357616,0.238824503311258,0,2.66880170803309e-4,0
12086017700,Florida,Miami-Dade County,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,1128,439,3928,161,54,0,14,351,3964,56,321,1542,4385,0.257240592930445,0.100114025085519,0.895781071835804,0.0367160775370582,0.0123147092360319,0,0.0031927023945268,0.0800456100342075,0.903990877993158,0.0363164721141375,0.208171206225681,0,4.56100342075257e-4,0
12086017800,Florida,Miami-Dade County,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1442,474,5045,238,45,0,13,398,5234,125,739,2040,6583,0.219049065775482,0.0720036457542154,0.766367917362904,0.0361537293027495,0.00683578915388121,0,0.00197478353334346,0.0604587574054382,0.795078231809206,0.0612745098039216,0.362254901960784,0,0,0
12086017900,Florida,Miami-Dade County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,129700,717100,0.287,4660,1710,351600,268000,300.26,2259,860,7709,409,224,5,17,407,7241,57,298,2525,8962,0.252064271367998,0.09596072305289,0.860187458156661,0.0456371345681767,0.0249944208881946,5.57911180540058e-4,0.0018968980138362,0.0454139700959607,0.807966971658112,0.0225742574257426,0.118019801980198,0,0,0
12086018000,Florida,Miami-Dade County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,116600,631200,0.262,4930,1790,337900,272500,250.23,2080,707,6551,392,225,2,23,416,6020,20,405,3264,11612,0.179125043058905,0.060885291078195,0.564157767826386,0.0337581811918705,0.0193765070616604,1.7223561832587e-4,0.0019807096107475,0.0358250086117809,0.518429211160868,0.00612745098039216,0.124080882352941,0,0,0
12086018100,Florida,Miami-Dade County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,118500,667000,0.289,4640,1550,344800,246000,384.4,950,560,3997,234,121,0,4,239,3546,54,297,1639,5179,0.183433095192122,0.10812898242904,0.771770612087275,0.045182467657849,0.0233635837034176,0,7.72349874493145e-4,0.0461479050009654,0.684688163738173,0.0329469188529591,0.181208053691275,0,3.86174937246573e-4,0
12086018200,Florida,Miami-Dade County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,120300,640100,0.289,5300,1740,336900,269300,269.88,655,223,2169,171,71,0,2,143,2035,4,162,790,2914,0.22477693891558,0.0765271105010295,0.744337680164722,0.0586822237474262,0.0243651338366507,0,6.86341798215511e-4,0.0490734385724091,0.698352779684283,0.00506329113924051,0.205063291139241,0,0,0
12086018300,Florida,Miami-Dade County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,119200,683300,0.257,4440,1810,339000,271100,314.28,1344,462,4499,350,199,0,5,331,4162,40,376,1580,5710,0.235376532399299,0.0809106830122592,0.787915936952715,0.0612959719789842,0.0348511383537653,0,8.75656742556918e-4,0.0579684763572679,0.728896672504378,0.0253164556962025,0.237974683544304,0,3.50262697022767e-4,0
12086018400,Florida,Miami-Dade County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,134100,865200,0.254,3000,1530,367400,234300,NA,792,272,3025,204,77,0,2,268,2839,63,273,1524,3910,0.202557544757033,0.0695652173913043,0.773657289002558,0.0521739130434783,0.019693094629156,0,5.1150895140665e-4,0.0685421994884911,0.726086956521739,0.0413385826771654,0.179133858267717,0,0,0
12086018500,Florida,Miami-Dade County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,133600,737700,0.296,4500,1650,346900,257500,368.04,1111,380,3784,430,166,1,13,250,3387,73,142,1600,4686,0.237089201877934,0.0810926163038839,0.807511737089202,0.0917626973965002,0.0354246692274861,2.13401621852326e-4,0.00277422108408024,0.0533504054630815,0.722791293213828,0.045625,0.08875,0,2.13401621852326e-4,0
12086018600,Florida,Miami-Dade County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,126600,698400,0.291,4320,1550,349600,238600,367.44,1680,814,6658,474,198,0,14,444,6188,22,656,2456,9275,0.181132075471698,0.0877628032345013,0.717843665768194,0.0511051212938005,0.0213477088948787,0,0.00150943396226415,0.0478706199460916,0.667169811320755,0.00895765472312704,0.267100977198697,0,0,0
12086018700,Florida,Miami-Dade County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,125400,637200,0.321,6010,1690,347300,273600,393.86,989,564,3865,259,203,3,1,213,3521,11,123,1273,4881,0.202622413439869,0.115550092194222,0.791845933210408,0.0530628969473469,0.0415898381479205,6.14628149969269e-4,2.04876049989756e-4,0.0436385986478181,0.721368572013932,0.00864100549882168,0.0966221523959152,0,0,0
12086018800,Florida,Miami-Dade County,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,115700,602700,0.284,5470,1680,352000,266400,552.78,1703,893,7249,489,221,3,16,429,6128,47,313,3105,8876,0.191865705272645,0.100608382154123,0.816696710229833,0.0550923839567373,0.0248986029743128,3.37990085624155e-4,0.00180261378999549,0.0483325822442542,0.690401081568274,0.0151368760064412,0.100805152979066,0,0,0
12086018900,Florida,Miami-Dade County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,139400,646200,0.36,6920,1680,364000,285200,659.68,1381,907,5778,346,159,0,18,302,4196,45,158,2185,6634,0.208170033162496,0.136719927645463,0.870967741935484,0.0521555622550497,0.0239674404582454,0,0.00271329514621646,0.0455230630087428,0.632499246306904,0.0205949656750572,0.0723112128146453,0,0,0
12086019000,Florida,Miami-Dade County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,138100,613700,0.367,8030,1720,372200,308200,624.79,1216,722,4988,239,110,0,4,332,4095,79,178,1973,5969,0.20371921594907,0.12095828446976,0.835650862791087,0.0400402077399899,0.0184285474953929,0,6.70128999832468e-4,0.0556207069860948,0.686044563578489,0.0400405473897618,0.0902179422199696,0,1.67532249958117e-4,0
12086019100,Florida,Miami-Dade County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,152900,567300,0.383,10730,2000,377200,364500,350.11,932,781,4654,223,129,0,4,237,3958,66,120,2178,4767,0.195510803440319,0.163834696874344,0.976295363960562,0.0467799454583596,0.0270610446821901,0,8.39102160688064e-4,0.0497168030207678,0.830291588000839,0.0303030303030303,0.0550964187327824,0,2.09775540172016e-4,0
12086019200,Florida,Miami-Dade County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,144400,770200,0.379,4960,1240,388900,231300,608.77,1254,568,4606,251,181,1,8,188,3554,43,223,1703,5071,0.247288503253796,0.112009465588641,0.908302110037468,0.0494971406034313,0.0356931571682114,1.97199763360284e-4,0.00157759810688227,0.0370735555117334,0.700847958982449,0.0252495596007046,0.130945390487375,0,1.97199763360284e-4,0
12086019300,Florida,Miami-Dade County,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,110500,602700,0.285,4740,1530,333400,229700,366.61,1874,623,5566,1101,247,3,11,511,4675,13,281,2585,7186,0.260784859448928,0.0866963540217089,0.774561647648205,0.153214583913164,0.0343723907598107,4.17478430281102e-4,0.00153075424436404,0.0711104926245477,0.650570553854718,0.00502901353965184,0.108704061895551,0,0,0
12086019400,Florida,Miami-Dade County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,123800,676400,0.255,4350,1740,355700,265000,301.78,2164,444,6190,470,447,4,12,485,5168,79,158,2565,8428,0.256763170384433,0.0526815377313716,0.734456573327005,0.0557664926435691,0.0530374940673944,4.74608448030375e-4,0.00142382534409112,0.057546274323683,0.613194114855244,0.0307992202729045,0.061598440545809,0,0,0
12086019500,Florida,Miami-Dade County,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,112900,538600,0.302,6270,1600,339100,256200,321.74,1934,689,6226,561,110,5,9,358,5220,124,190,2375,7506,0.257660538236078,0.0917932320810019,0.829469757527311,0.074740207833733,0.0146549427124967,6.6613375965894e-4,0.00119904076738609,0.0476951771915801,0.695443645083933,0.0522105263157895,0.08,0,0,0
12086019600,Florida,Miami-Dade County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,95200,459600,0.24,6760,2000,317300,297600,257.7,1644,428,4397,613,229,3,4,291,3938,29,141,1549,6611,0.24867644834367,0.0647405838753592,0.66510361518681,0.092724247466344,0.034639237634246,4.53789139313266e-4,6.05052185751021e-4,0.0440175465133868,0.59567387687188,0.0187217559715946,0.0910264686894771,0,3.02526092875511e-4,0
12086019700,Florida,Miami-Dade County,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,86100,271400,0.328,17320,1980,297200,328700,420.43,910,382,2996,433,96,2,5,253,2346,7,51,1147,3900,0.233333333333333,0.0979487179487179,0.768205128205128,0.111025641025641,0.0246153846153846,5.12820512820513e-4,0.00128205128205128,0.0648717948717949,0.601538461538462,0.00610287707061901,0.044463818657367,0,2.56410256410256e-4,0
12086019800,Florida,Miami-Dade County,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,89100,398100,0.252,7570,1750,312200,275000,322.29,2062,722,6445,505,145,0,11,474,6084,15,423,2578,9855,0.209233891425672,0.0732623033992897,0.653982749873161,0.0512430238457636,0.0147133434804668,0,0.00111618467782851,0.0480974124809741,0.617351598173516,0.00581846392552366,0.164080682699767,0,0,0
12086019900,Florida,Miami-Dade County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,111600,638400,0.284,4220,1380,337700,217200,361.3,2562,714,7459,724,185,5,30,919,7695,84,522,3270,11924,0.214860784971486,0.0598792351559879,0.625545119087555,0.0607178799060718,0.0155149278765515,4.19322375041932e-4,0.00251593425025159,0.0770714525327071,0.645337135189534,0.0256880733944954,0.159633027522936,0,0,0
12086020000,Florida,Miami-Dade County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,103700,509400,0.293,6400,1580,329400,255600,369.35,1837,746,6142,459,129,0,5,602,5825,26,281,2048,7475,0.245752508361204,0.0997993311036789,0.821672240802676,0.0614046822742475,0.017257525083612,0,6.68896321070234e-4,0.0805351170568562,0.779264214046823,0.0126953125,0.13720703125,0,0,0
12086020100,Florida,Miami-Dade County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,117700,617600,0.304,5320,1560,335700,248100,397.26,1066,422,3610,369,85,0,13,267,3464,35,278,1194,4783,0.222872674053941,0.0882291448881455,0.754756429019444,0.0771482333263642,0.0177712732594606,0,0.00271795943968221,0.0558227054150115,0.724231653773782,0.0293132328308208,0.232830820770519,0,4.18147606104955e-4,0
12086020200,Florida,Miami-Dade County,1,1,1,0,1,1,1,1,1,1,0,0,0,0,2,0,71800,327600,0.289,7940,1380,283100,206700,254.41,854,527,3616,954,79,7,8,312,3454,121,390,1189,4891,0.174606419955019,0.107748926599877,0.739317113064813,0.195052136577387,0.0161521161316704,0.00143120016356573,0.00163565732978941,0.063790635861787,0.706195052136577,0.101766190075694,0.328006728343145,0,4.08914332447352e-4,0
12086020300,Florida,Miami-Dade County,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,72900,341400,0.288,7420,1370,284800,201900,441.92,817,487,2900,437,27,0,12,189,2828,10,252,968,3440,0.2375,0.14156976744186,0.843023255813954,0.12703488372093,0.00784883720930233,0,0.00348837209302326,0.0549418604651163,0.822093023255814,0.0103305785123967,0.260330578512397,0,0,0
12086490100,Florida,Miami-Dade County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,288,327,1538,58,10,0,0,53,1563,52,249,562,1620,0.177777777777778,0.201851851851852,0.949382716049383,0.0358024691358025,0.00617283950617284,0,0,0.0327160493827161,0.964814814814815,0.0925266903914591,0.443060498220641,0,0.00185185185185185,0
12086980100,Florida,Miami-Dade County,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,6,1,18,0,0,0,0,0,16,0,0,0,0,Inf,Inf,Inf,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA
12086980300,Florida,Miami-Dade County,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,34,1,3269,441,558,6,8,269,557,0,0,6,4755,0.00715036803364879,2.10304942166141e-4,0.687486855941115,0.0927444794952681,0.117350157728707,0.00126182965299685,0.00168243953732913,0.0565720294426919,0.11713985278654,0,0,0,0,0
12086980400,Florida,Miami-Dade County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,8,6,0,0,0,0,2,0,0,0,0,Inf,Inf,Inf,Inf,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA
12086980500,Florida,Miami-Dade County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,2,5,2,0,0,0,0,1,0,0,0,0,NA,Inf,Inf,Inf,NA,NA,NA,NA,Inf,NA,NA,NA,Inf,NA
12086980700,Florida,Miami-Dade County,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,357,20,391,534,2,4,3,30,325,89,137,143,1054,0.338709677419355,0.0189753320683112,0.370967741935484,0.506641366223909,0.00189753320683112,0.00379506641366224,0.00284629981024668,0.0284629981024668,0.308349146110057,0.622377622377622,0.958041958041958,0,9.4876660341556e-4,0
12086980800,Florida,Miami-Dade County,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,0,3,0,0,0,0,0,3,0,0,0,0,Inf,NA,Inf,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA
12086981000,Florida,Miami-Dade County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,51,3,1,0,0,4,14,0,0,0,0,NA,NA,Inf,Inf,Inf,NA,NA,Inf,Inf,NA,NA,NA,NA,NA
12087970200,Florida,Monroe County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,888100,2516400,0.491,18910,2820,1530100,2223900,NA,60,635,1233,26,15,1,0,11,72,21,7,1829,927,0.0647249190938511,0.685005393743258,1.33009708737864,0.0280474649406688,0.0161812297734628,0.00107874865156419,0,0.011866235167206,0.0776699029126214,0.0114816839803171,0.00382722799343904,0,0,0
12087970300,Florida,Monroe County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,182100,871800,0.354,7770,1400,610600,439800,464.62,406,412,2155,42,24,1,7,86,554,66,111,1986,2308,0.175909878682842,0.178509532062392,0.93370883882149,0.0181975736568458,0.0103986135181976,4.33275563258232e-4,0.00303292894280763,0.037261698440208,0.240034662045061,0.0332326283987915,0.0558912386706949,0,0,0
12087970400,Florida,Monroe County,0,0,0,0,0,0,1,0,1,0,0,0,0,1,6,0,192300,971200,0.388,7180,1270,629900,412500,451.35,682,586,3432,147,19,4,27,95,1090,34,172,2648,3762,0.181286549707602,0.155768208399787,0.912280701754386,0.0390749601275917,0.00505050505050505,0.00106326422115896,0.00717703349282297,0.0252525252525253,0.289739500265816,0.0128398791540786,0.0649546827794562,2.6581605528974e-4,0.00159489633173844,0
12087970500,Florida,Monroe County,0,0,0,0,0,1,1,1,1,1,0,0,0,1,5,0,207500,890800,0.327,9360,1680,670600,584500,420.03,446,412,2496,36,25,6,20,127,591,44,19,2296,2289,0.194844910441241,0.17999126256007,1.09043250327654,0.0157273918741809,0.0109217999126256,0.00262123197903014,0.00873743993010048,0.0554827435561381,0.258191349934469,0.0191637630662021,0.00827526132404181,4.36871996505024e-4,0.00218435998252512,0
12087970600,Florida,Monroe County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,272200,1132600,0.408,9350,1500,775100,596000,438.83,212,472,1622,19,13,0,3,29,236,16,14,1916,1593,0.13308223477715,0.296296296296296,1.01820464532329,0.0119271814187068,0.00816070307595731,0,0.00188323917137476,0.0182046453232894,0.148148148148148,0.00835073068893528,0.00730688935281837,0,6.27746390458255e-4,0
12087970700,Florida,Monroe County,0,0,0,0,0,1,1,1,1,1,0,0,0,1,4,0,229700,1082000,0.371,7910,1530,682800,529300,475.21,404,436,2372,36,10,0,12,58,661,27,69,2193,2692,0.150074294205052,0.161961367013373,0.88112927191679,0.0133729569093611,0.0037147102526003,0,0.00445765230312036,0.0215453194650817,0.24554234769688,0.012311901504788,0.0314637482900137,3.7147102526003e-4,0.00148588410104012,0
12087970800,Florida,Monroe County,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,281500,1149700,0.357,9900,1850,774800,732400,619.16,619,818,3843,33,27,7,12,77,405,63,29,3488,4178,0.148157012924844,0.19578745811393,0.919818094782192,0.00789851603638104,0.00646242221158449,0.00167544279559598,0.00287218764959311,0.0184298707515558,0.0969363331737673,0.0180619266055046,0.00831422018348624,0,2.39348970799426e-4,0
12087970900,Florida,Monroe County,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,397900,1347700,0.437,13290,1920,950500,942100,413.91,169,463,1717,8,8,1,10,24,151,19,11,2150,1695,0.0997050147492625,0.273156342182891,1.01297935103245,0.00471976401179941,0.00471976401179941,5.89970501474926e-4,0.00589970501474926,0.0141592920353982,0.0890855457227139,0.00883720930232558,0.00511627906976744,5.89970501474926e-4,0.00176991150442478,0
12087971001,Florida,Monroe County,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,271700,1170000,0.328,8740,1730,824100,715100,NA,123,493,1340,13,15,0,2,19,130,10,18,1969,1071,0.11484593837535,0.46031746031746,1.25116713352007,0.0121381886087768,0.0140056022408964,0,0.00186741363211951,0.0177404295051354,0.121381886087768,0.00507872016251905,0.00914169629253428,0,9.33706816059757e-4,0
12087971002,Florida,Monroe County,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,310500,1091100,0.383,10670,1630,836700,697000,326.71,135,380,1371,104,9,0,4,36,135,46,13,1948,1563,0.0863723608445297,0.243122200895713,0.877159309021113,0.0665387076135637,0.00575815738963532,0,0.00255918106206014,0.0230326295585413,0.0863723608445297,0.0236139630390144,0.0066735112936345,0,6.39795265515035e-4,0
12087971100,Florida,Monroe County,0,0,0,0,0,1,1,1,1,1,0,0,0,0,3,0,187300,821600,0.324,8810,1520,655200,513300,419.41,515,479,2814,128,28,2,11,62,730,62,215,2016,3758,0.137040979244279,0.127461415646621,0.748802554550293,0.0340606705694518,0.00745077168706759,5.32197977647685e-4,0.00292708887706227,0.0164981373070782,0.194252261841405,0.0307539682539683,0.106646825396825,0,7.98296966471527e-4,0
12087971200,Florida,Monroe County,0,0,0,0,0,1,1,1,1,1,0,0,0,0,5,0,236700,911400,0.337,11230,1800,742100,697400,422.15,420,508,2181,113,36,0,11,72,666,109,91,1913,2522,0.166534496431404,0.201427438540841,0.864789849325932,0.0448057097541634,0.014274385408406,0,0.00436161776367962,0.0285487708168121,0.264076130055512,0.0569785676947203,0.047569262937794,0,0.00198255352894528,0
12087971300,Florida,Monroe County,1,1,1,1,1,1,1,1,1,1,0,0,1,0,2,0,206300,1013700,0.411,7310,1360,600000,414400,NA,290,277,1410,136,8,0,4,104,667,135,64,1135,1394,0.208034433285509,0.1987087517934,1.01147776183644,0.0975609756097561,0.00573888091822095,0,0.00286944045911047,0.0746054519368723,0.478479196556671,0.118942731277533,0.0563876651982379,0,0.00143472022955524,0
12087971401,Florida,Monroe County,0,0,0,0,0,1,1,1,1,1,0,0,0,0,6,0,140300,522600,0.313,11060,1330,593100,423400,312.48,406,542,2822,62,26,0,10,84,369,58,98,1946,3309,0.122695678452705,0.163795708673315,0.852825627077667,0.0187367784829254,0.00785735871864612,0,0.00302206104563312,0.0253853127833182,0.111514052583862,0.0298047276464543,0.0503597122302158,0,0.00181323662737987,0
12087971402,Florida,Monroe County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164800,748400,0.347,8490,1240,649000,420800,337.1,154,221,1283,13,10,1,7,19,79,19,15,995,1624,0.0948275862068965,0.136083743842365,0.790024630541872,0.00800492610837438,0.0061576354679803,6.1576354679803e-4,0.00431034482758621,0.0116995073891626,0.0486453201970443,0.0190954773869347,0.0150753768844221,0,0,0
12087971501,Florida,Monroe County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191400,774000,0.313,10310,1540,729300,586000,295.16,197,438,1725,8,9,1,7,13,105,11,23,1785,2105,0.0935866983372922,0.208076009501188,0.819477434679335,0.00380047505938242,0.00427553444180523,4.75059382422803e-4,0.00332541567695962,0.00617577197149644,0.0498812351543943,0.0061624649859944,0.0128851540616246,0,0,0
12087971502,Florida,Monroe County,0,0,0,0,0,1,1,1,1,1,0,0,0,0,2,0,188200,807500,0.308,9150,1410,743700,551600,324.34,327,520,2481,27,24,2,12,58,274,23,52,2280,3105,0.105314009661836,0.167471819645733,0.799033816425121,0.00869565217391304,0.00772946859903382,6.44122383252818e-4,0.00386473429951691,0.0186795491143317,0.0882447665056361,0.0100877192982456,0.0228070175438597,0,6.44122383252818e-4,0
12087971600,Florida,Monroe County,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,204600,697400,0.344,13070,1590,711300,608900,288.83,322,295,1832,27,20,3,13,53,187,0,1,1219,2083,0.154584733557369,0.14162265962554,0.879500720115218,0.0129620739318291,0.00960153624579933,0.0014402304368699,0.00624099855976956,0.0254440710513682,0.0897743638982237,0,8.20344544708778e-4,0,0,0
12087971700,Florida,Monroe County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,223700,1061600,0.401,7790,1380,668500,473900,259.45,482,334,2510,122,58,1,8,90,614,16,80,1661,3218,0.149782473586078,0.103791174642635,0.779987569919204,0.0379117464263518,0.0180236171535115,3.10752019888129e-4,0.00248601615910503,0.0279676817899316,0.190801740211311,0.00963275135460566,0.0481637567730283,0,6.21504039776259e-4,0
