CensusTract,State,County,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,LowIncomeTracts,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,DollarStoreCount,DollarStoreBinary,SnapStoreCount,SnapStoreBinary,WalmartCount,WalmartBinary,Land.Value.1.4.Acre.Lot.Standardized,Land.Value.per.Acre.as.is,Land.Share.of.Property.Value,Lot.Size,Interior.Square.Feet,Property.Value.Standardized,Property.Value.as.is,HPI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP,HousingUnits,TotalPopulation,ChildShare,SeniorShare,WhiteShare,BlackShare,AsianShare,NHOPIShare,AIANShare,OMultirShare,HispanicShare,HUNVShare,SNAPShare
12083001004,Florida,Marion County,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,10200,36900,0.102,11630,1330,136200,96700,180.54,3037,2456,7644,2892,140,9,72,1479,4350,113,952,5847,14266,0.2128837796158699,0.1721575774568905,0.535819430814524,0.20271975325949812,0.009813542688910697,6.308706014299734e-4,0.005046964811439787,0.10367306883499229,0.3049207906911538,0.019326150162476484,0.16281853942192578
12083001005,Florida,Marion County,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,10500,38300,0.104,11860,1380,139800,100500,149.51,1363,1849,4089,1350,87,4,22,452,1228,14,480,3149,7266,0.18758601706578584,0.2544728874208643,0.5627580511973576,0.18579686209744012,0.011973575557390587,5.505092210294523e-4,0.0030278007156619873,0.06220754197632811,0.16900633085604183,0.004445855827246745,0.15242934264845984
12083001006,Florida,Marion County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12400,36700,0.114,15630,1510,141300,115900,169.11,1483,2967,6914,853,258,18,34,348,1012,27,381,4479,10425,0.14225419664268585,0.2846043165467626,0.6632134292565948,0.08182254196642685,0.02474820143884892,0.0017266187050359713,0.003261390887290168,0.03338129496402878,0.09707434052757793,0.006028131279303416,0.08506363027461487
12083001007,Florida,Marion County,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,13500,43800,0.126,13520,1340,154500,107700,202.84,600,2896,4784,361,92,1,12,190,455,52,66,3097,5926,0.10124873439082012,0.48869389132635843,0.807289908876139,0.060917988525143435,0.015524805939925751,1.6874789065136686e-4,0.0020249746878164025,0.0320620992237597,0.07678029024637192,0.016790442363577657,0.021310946076848563
12083001008,Florida,Marion County,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,4,1,1,1,12000,47200,0.133,10800,1190,149700,88000,183.58,308,2864,4326,126,51,2,7,78,243,45,46,2950,4738,0.06500633178556353,0.6044744617982271,0.9130434782608695,0.026593499366821444,0.010764035457999156,4.2211903756859433e-4,0.0014774166314900801,0.01646264246517518,0.05128746306458421,0.015254237288135594,0.015593220338983051
12083001102,Florida,Marion County,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,9,1,0,0,9700,25600,0.127,18440,1200,141400,85100,186.09,671,450,2479,135,29,5,13,171,291,145,326,1421,3163,0.21214037306354727,0.14226999683844452,0.7837496048055643,0.04268099905153335,0.009168510907366425,0.0015807777426493834,0.004110022130888397,0.05406259879860892,0.09200126462219411,0.10204081632653061,0.22941590429275158
12083001103,Florida,Marion County,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,13600,38200,0.144,18770,1360,151800,114700,231.17,1802,739,4902,764,120,2,21,393,957,56,369,2654,6972,0.25846242111302353,0.10599541021227768,0.7030981067125646,0.1095811818703385,0.01721170395869191,2.8686173264486515e-4,0.0030120481927710845,0.05636833046471601,0.13726333907056798,0.02110022607385079,0.13903541823662396
12083001104,Florida,Marion County,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,11800,31900,0.134,17510,1290,142400,95800,205.76,1298,1364,5361,415,63,5,31,264,639,168,742,3501,6999,0.18545506500928705,0.1948849835690813,0.7659665666523789,0.05929418488355479,0.009001285897985427,7.14387769681383e-4,0.004429204172024575,0.03771967423917703,0.09129875696528075,0.04798628963153385,0.21193944587260782
12083001204,Florida,Marion County,1,1,1,0,1,1,1,1,1,1,0,0,0,3,1,12,1,0,0,5700,21600,0.078,11600,1150,125200,73500,140.54,1880,676,3115,2123,75,10,34,600,1267,86,665,2517,7651,0.2457195137890472,0.08835446346882761,0.4071363220494053,0.2774800679649719,0.009802640177754542,0.0013070186903672723,0.004443863547248726,0.07842112142203633,0.1655992680695334,0.03416765991259436,0.26420341676599124
12083001205,Florida,Marion County,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15500,47900,0.157,14900,1330,151900,104700,147.97,465,1336,3067,220,40,1,9,97,203,147,223,2262,4249,0.10943751470934338,0.3144269239821134,0.7218168980936691,0.05177688867968934,0.009413979759943516,2.353494939985879e-4,0.002118145445987291,0.022828900917863028,0.047775947281713346,0.0649867374005305,0.09858532272325375
12083001207,Florida,Marion County,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,7300,25500,0.085,13010,1290,134400,90200,220.75,3170,1643,7641,2383,203,10,54,918,1977,225,1066,4935,13074,0.24246596297996023,0.1256692672479731,0.5844424047728316,0.18227015450512468,0.015527000152975371,7.648768548263729e-4,0.004130335016062414,0.07021569527306104,0.15121615419917395,0.04559270516717325,0.2160081053698075
12083001208,Florida,Marion County,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7700,29700,0.087,11470,1200,146900,89600,217.33,818,1071,3373,283,37,1,13,155,373,86,89,1797,3948,0.207193515704154,0.2712765957446808,0.8543566362715299,0.07168186423505572,0.009371833839918946,2.5329280648429586e-4,0.003292806484295846,0.03926038500506586,0.09447821681864235,0.047857540345019475,0.04952698942682248
12083001301,Florida,Marion County,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,13000,33300,0.158,18860,1260,142700,91400,241.13,1458,862,5029,716,47,5,28,184,420,63,293,2701,6430,0.22674961119751166,0.13405909797822707,0.7821150855365474,0.11135303265940902,0.0073094867807153964,7.776049766718507e-4,0.004354587869362364,0.028615863141524107,0.06531881804043546,0.02332469455757127,0.10847834135505369
12083001302,Florida,Marion County,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,4,1,0,0,12600,31500,0.153,19840,1280,147000,93800,256.2,1338,1033,5160,509,65,1,24,268,480,205,367,2624,6656,0.2010216346153846,0.15519831730769232,0.7752403846153846,0.07647235576923077,0.009765625,1.5024038461538462e-4,0.003605769230769231,0.04026442307692308,0.07211538461538461,0.078125,0.13986280487804878
12083001401,Florida,Marion County,1,1,1,1,1,1,1,1,1,1,0,0,1,2,1,6,1,0,0,8800,27000,0.148,15120,1070,125800,63500,177.34,1448,534,3073,1660,27,1,22,223,423,282,604,2115,5428,0.26676492262343404,0.09837877671333825,0.566138540899042,0.3058216654384672,0.004974207811348563,1.8422991893883567e-4,0.0040530582166543845,0.04108327192336035,0.077929255711127493,0.13333333333333333,0.2855791962174941
12083001402,Florida,Marion County,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,12500,41300,0.139,13300,1360,135500,90900,182.45,877,1532,4277,553,153,6,10,197,345,164,272,2904,5245,0.16720686367969495,0.2920877025738799,0.815443279313632,0.10543374642516683,0.02917063870352717,0.001143946615824595,0.0019065776930409914,0.037559580552907534,0.0657769304099142,0.05647382920110193,0.09366391184573003
12083001900,Florida,Marion County,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,10,1,0,0,37000,126800,0.284,13120,1420,189400,134300,187.13,409,395,2032,232,42,1,10,116,208,138,178,1224,2583,0.1583430120015486,0.1529229578010066,0.7866821525358111,0.08981804103755324,0.016260162601626018,3.8714672861014324e-4,0.0038714672861014324,0.04490902051877662,0.0805265195509098,0.11274509803921569,0.1454248366013072
12083002001,Florida,Marion County,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,10,1,0,0,16800,56200,0.228,13560,1170,138200,76600,164.93,406,320,1947,187,33,3,5,125,222,157,292,1341,2724,0.14904552129221732,0.11747430249632893,0.7147577092511013,0.06864904552129222,0.012114537444933921,0.0011013215859030838,0.0018355359765051395,0.04588839941262849,0.08149779735682819,0.11707680835197613,0.21774794929157346
12083002002,Florida,Marion County,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,4,1,0,0,14400,44300,0.17,15100,1360,136800,90500,184.21,1026,619,2753,828,54,3,14,221,432,204,426,1976,3777,0.2716441620333598,0.16388668255229016,0.728885358750331,0.2192216044479746,0.014297061159650517,7.942811755361397e-4,0.003706645485835319,0.058512046597828965,0.11437648927720413,0.10323886639676114,0.21558704453441296
12083002100,Florida,Marion County,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,6,1,0,0,37300,97100,0.294,20030,1640,175300,151800,276.13,1161,815,4536,128,30,0,18,122,285,31,71,2063,5337,0.2175379426644182,0.15270751358441073,0.8499156829679595,0.02398351133595653,0.005621135469364812,0,0.003372681281618887,0.02285928424208357,0.05340078695896571,0.015026660203587009,0.034415899175957346
12083002201,Florida,Marion County,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,6,1,1,1,14700,38900,0.159,18450,1420,144700,103400,230.37,624,891,2952,133,36,0,17,146,285,68,235,1486,3412,0.182883939038687,0.261137162954279,0.8651817116060961,0.03898007033997655,0.010550996483001172,0,0.004982415005861665,0.04279015240328253,0.08352872215709262,0.04576043068640646,0.15814266487213996
12083002202,Florida,Marion County,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,17100,45800,0.17,18320,1470,155800,113100,240.2,692,807,3260,63,31,1,10,40,195,10,55,1452,3190,0.21692789968652038,0.2529780564263323,1.0219435736677116,0.01974921630094044,0.009717868338557993,3.1347962382445143e-4,0.003134796238244514,0.012539184952978056,0.061128526645768025,0.006887052341597796,0.03787878787878788
12083002203,Florida,Marion County,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,3,1,0,0,19300,50800,0.157,18710,1660,155100,139200,214.95,1671,945,5164,677,150,3,17,239,473,131,455,2730,6932,0.24105597230236583,0.13632429313329486,0.7449509521061742,0.09766301211771494,0.02163877668782458,4.3277553375649163e-4,0.0024523946912867857,0.03447778418926717,0.06823427582227351,0.04798534798534799,0.16666666666666666
12083002301,Florida,Marion County,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,28200,81400,0.199,16110,1690,170800,151200,234.4,1185,1764,5479,318,178,1,9,196,466,385,168,3107,5767,0.2054794520547945,0.30587827293220043,0.9500606901335183,0.055141321310906884,0.03086526790358939,1.7340038148083925e-4,0.0015606034333275533,0.033986474770244496,0.08080457777007109,0.12391374316060509,0.05407145156099131
12083002302,Florida,Marion County,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,3,1,0,0,18800,43100,0.184,22480,1460,156300,121000,238.17,1557,854,5315,486,96,1,34,263,494,135,447,2704,7540,0.20649867374005304,0.11326259946949602,0.7049071618037135,0.06445623342175066,0.01273209549071618,1.326259946949602e-4,0.004509283819628647,0.034880636604774536,0.06551724137931035,0.04992603550295858,0.16531065088757396
12083002401,Florida,Marion County,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13,1,1,1,26000,48400,0.189,29030,1880,169400,171200,171.44,1024,1059,4280,418,270,2,17,266,662,141,167,2394,5189,0.19734052804008478,0.20408556561957988,0.8248217382925419,0.08055502023511274,0.05203314704181923,3.854307188282906e-4,0.0032761611100404703,0.051262285604162655,0.12757756793216418,0.05889724310776942,0.06975772765246449
12083002402,Florida,Marion County,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,0,0,36700,66300,0.232,31960,1810,177700,209400,217.87,1224,761,4425,298,174,4,30,183,413,10,231,2423,5370,0.22793296089385476,0.14171322160148975,0.8240223463687151,0.055493482309124764,0.03240223463687151,7.448789571694599e-4,0.00558659217877095,0.03407821229050279,0.07690875232774674,0.004127115146512587,0.09533635988444078
12083002502,Florida,Marion County,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,15700,40900,0.144,17720,1450,144000,115700,215.11,2308,2480,9648,639,533,5,47,746,1861,252,540,5961,12318,0.18736807923364182,0.20133138496509173,0.7832440331222601,0.05187530443253775,0.043270011365481406,4.0591005033284623e-4,0.0038155544731287546,0.06056177950966066,0.15107972073388537,0.042274786109713136,0.09058882737795672
12083002503,Florida,Marion County,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,6,1,0,0,11800,34700,0.128,15220,1210,146500,94300,153.45,1216,1157,4098,1195,38,0,14,357,634,74,601,3049,6300,0.19301587301587303,0.18365079365079365,0.6504761904761904,0.18968253968253967,0.006031746031746032,0,0.0022222222222222222,0.056666666666666664,0.10063492063492063,0.02427025254181699,0.19711380780583798
12083002601,Florida,Marion County,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12700,21100,0.164,32510,1300,137100,95900,182.62,1287,1286,5835,330,42,0,33,323,788,77,550,3439,7099,0.18129313987885617,0.18115227496830538,0.8219467530638118,0.046485420481757994,0.0059163262431328354,0,0.0046485420481758,0.04549936610790252,0.11100154951401606,0.022390229717941263,0.159930212271009
12083002602,Florida,Marion County,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,18100,33500,0.19,28040,1220,153900,113600,253.41,1456,1041,4660,477,48,1,46,937,1515,38,544,2895,8879,0.16398243045387995,0.1172429327626985,0.524833877688929,0.0537222660209483,0.005406014190787251,1.1262529564140106e-4,0.005180763599504448,0.10552990201599279,0.1706273228967226,0.013126079447322971,0.18791018998272885
12083002604,Florida,Marion County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5600,8000,0.072,41590,1450,134600,107100,179.9,746,498,2707,235,41,0,14,170,461,0,147,1525,3560,0.2095505617977528,0.1398876404494382,0.7603932584269663,0.06601123595505617,0.011516853932584269,0,0.003932584269662922,0.047752808988764044,0.1294943820224719,0,0.09639344262295083
12083002701,Florida,Marion County,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6100,9900,0.091,36380,1290,135300,90500,246.65,1031,1734,5537,172,41,1,13,214,561,61,199,3162,5839,0.1765713307073129,0.29696865901695496,0.9482788148655592,0.029457098818290804,0.007021750299708854,1.7126220243192326e-4,0.0022264086316150025,0.03665011132043158,0.09607809556430896,0.019291587602783048,0.06293485135989879
12083002702,Florida,Marion County,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18600,43500,0.174,21190,1400,166900,121600,177.59,718,2790,5755,441,55,1,12,112,266,324,346,4025,6992,0.1026887871853547,0.3990274599542334,0.82308352402746,0.0630720823798627,0.007866132723112129,1.4302059496567506e-4,0.0017162471395881006,0.016018306636155607,0.03804347826086957,0.08049689440993789,0.08596273291925466
12085000200,Florida,Martin County,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,6,1,0,0,85200,326200,0.353,10350,1510,288900,219600,293.47,434,953,3045,105,28,1,4,45,130,175,77,2015,3679,0.11796683881489535,0.2590377820059799,0.8276705626528948,0.028540364229410167,0.007610763794509377,2.718129926610492e-4,0.0010872519706441968,0.012231584669747214,0.0353356890459364,0.08684863523573201,0.03821339950372209
12085000300,Florida,Martin County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8,1,0,0,114300,366900,0.437,17460,1930,303000,336600,370.01,834,1118,4372,176,68,4,24,204,371,171,290,3217,6504,0.1282287822878229,0.17189421894218943,0.6722017220172202,0.02706027060270603,0.010455104551045511,6.150061500615006e-4,0.0036900369003690036,0.03136531365313653,0.05704182041820418,0.05315511345974511,0.09014609884986012
12085000400,Florida,Martin County,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,9,1,0,0,74100,251400,0.327,13280,1630,273300,234200,534.96,1486,1656,7032,171,69,3,19,165,394,97,200,3593,7787,0.19083087196609735,0.2126621291896751,0.903043534095287,0.021959676383716452,0.008860922049569796,3.852574804160781e-4,0.0024399640426351612,0.021189161422884295,0.05059714909464492,0.02699693849151127,0.055663790704146954
12085000501,Florida,Martin County,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,4,1,0,0,79200,298800,0.412,11790,1290,282800,196100,429.42,651,1182,4275,109,20,4,14,130,238,200,266,2874,4456,0.1460951526032316,0.26526032315978454,0.9593806104129264,0.024461400359066427,0.004488330341113106,8.976660682226212e-4,0.0031418312387791743,0.02917414721723519,0.05341113105924596,0.06958942240779402,0.09255393180236604
12085000502,Florida,Martin County,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,244500,666900,0.495,23230,2810,431900,719000,326.34,432,480,1948,11,19,1,0,19,61,7,4,958,2099,0.20581229156741304,0.2286803239637923,0.9280609814197237,0.005240590757503573,0.009051929490233444,4.764173415912339e-4,0,0.009051929490233444,0.02906145783706527,0.007306889352818371,0.0041753653444676405
12085000603,Florida,Martin County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,1,0,0,79800,357000,0.309,7360,1520,273200,195400,345.98,1371,1001,5445,93,121,2,6,169,448,138,136,2752,5674,0.24162848078956645,0.17641875220303138,0.9596404652802256,0.016390553401480438,0.0213253436728939,3.5248501938667606e-4,0.0010574550581600281,0.02978498413817413,0.07895664434261544,0.0501453488372093,0.04941860465116279
12085000604,Florida,Martin County,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,86200,266900,0.293,17280,2450,266900,361700,252.45,1414,1258,5348,58,114,2,10,89,313,16,18,2537,6364,0.22218730358265243,0.19767441860465115,0.8403519798868636,0.009113764927718416,0.017913262099308613,3.1426775612822125e-4,0.0015713387806411063,0.013984915147705845,0.04918290383406662,0.0063066614111154905,0.007094994087504927
12085000606,Florida,Martin County,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,74600,180100,0.306,23730,2190,258700,320700,296.03,1087,1277,4819,70,66,2,6,75,234,58,5,2619,5802,0.18734918993450533,0.22009651844191658,0.8305756635642881,0.012064805239572561,0.011375387797311272,3.447087211306446e-4,0.001034126163391934,0.012926577042399173,0.04033092037228542,0.022145857197403588,0.0019091256204658267
12085000607,Florida,Martin County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,96600,476800,0.322,6660,1580,302000,226400,216.77,234,1550,2693,10,9,0,2,29,78,19,36,1733,2757,0.08487486398258977,0.5622052956111716,0.9767863619876678,0.003627130939426913,0.003264417845484222,0,7.254261878853826e-4,0.01051867972433805,0.028291621327529923,0.010963646855164455,0.0207732256203116
12085000610,Florida,Martin County,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,152500,548200,0.395,12640,2070,366500,403000,388.28,730,1065,3744,17,55,1,5,60,168,180,0,1918,4243,0.17204807918925288,0.2510016497761018,0.882394532170634,0.004006599104407259,0.01296252651425878,2.3568230025925054e-4,0.0011784115012962526,0.014140938015555032,0.03959462644355409,0.09384775808133472,0
12085000700,Florida,Martin County,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,155100,564600,0.484,11640,1550,390600,311600,318.25,244,1587,3254,43,30,0,7,92,159,59,111,2769,3533,0.06906311916218512,0.44919332012454005,0.9210302858760261,0.012170959524483441,0.008491367110104727,0,0.0019813189923577695,0.02604019247098783,0.04500424568355505,0.021307331166486095,0.04008667388949079
12085000800,Florida,Martin County,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,4,1,0,0,96600,436000,0.453,9450,1310,293600,208800,316.93,474,369,867,1047,11,1,9,153,259,139,210,906,2303,0.20581849761181067,0.16022579244463742,0.37646547980894485,0.4546244029526704,0.004776378636561007,4.342162396873643e-4,0.0039079461571862786,0.06643508467216674,0.11246200607902736,0.1534216335540839,0.23178807947019867
12085000901,Florida,Martin County,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,3,1,0,0,167300,450100,0.428,22210,2230,394500,535800,204.08,74,1489,2164,22,8,0,0,23,47,143,44,2176,2302,0.03214596003475239,0.6468288444830582,0.9400521285838401,0.009556907037358819,0.0034752389226759338,0,0,0.00999131190269331,0.02041702867072111,0.06571691176470588,0.02022058823529412
12085000902,Florida,Martin County,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,3,1,0,0,114300,431000,0.464,12110,1470,325000,258300,440.56,703,1328,3906,303,30,4,14,263,471,114,172,2886,4534,0.15505072783414203,0.29289810322011467,0.8614909572121747,0.06682840758711954,0.0066166740185266875,8.82223202470225e-4,0.0030877812086457872,0.05800617556241729,0.10388178209086898,0.0395010395010395,0.0595980595980596
12085001102,Florida,Martin County,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,91700,356500,0.328,10030,1630,302200,250500,415.36,897,2612,6289,61,102,4,12,171,399,183,54,3700,7357,0.12192469756694305,0.3550360201168955,0.8548321326627701,0.008291423134429795,0.013864346880521952,5.436998776675275e-4,0.0016310996330025826,0.0232431697702868,0.05423406279733587,0.04945945945945946,0.014594594594594595
12085001103,Florida,Martin County,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,4,1,0,0,95700,319700,0.34,13230,1840,294200,285200,355.41,230,666,1850,38,24,0,3,30,94,30,37,1399,2318,0.0992234685073339,0.28731665228645387,0.7981018119068162,0.01639344262295082,0.010353753235547885,0,0.0012942191544434857,0.012942191544434857,0.04055220017256255,0.021443888491779844,0.02644746247319514
12085001104,Florida,Martin County,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,66300,253100,0.293,10340,1560,257000,205100,400.74,1880,1493,7447,322,184,3,46,526,1183,208,256,3943,8688,0.21639042357274402,0.1718462246777164,0.8571593001841621,0.03706261510128914,0.02117863720073665,3.453038674033149e-4,0.005294659300184162,0.06054327808471455,0.13616482504604052,0.052751711894496574,0.06492518387014963
12085001301,Florida,Martin County,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,6,1,0,0,97100,353800,0.383,13310,1820,279100,282200,355.77,1189,1143,3781,390,27,11,251,1177,2208,92,447,2529,6336,0.1876578282828283,0.18039772727272727,0.5967487373737373,0.061553030303030304,0.004261363636363636,0.001736111111111111,0.03961489898989899,0.1857638888888889,0.3484848484848485,0.03637801502570186,0.1767497034400949
12085001302,Florida,Martin County,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,98100,315700,0.373,16070,1740,322400,311900,381.04,440,1440,3907,38,19,0,6,52,128,58,16,2436,4437,0.09916610322289836,0.32454361054766734,0.8805499211178724,0.00856434527834122,0.00428217263917061,0,0.001352265043948614,0.011719630380887988,0.02884832093757043,0.023809523809523808,0.006568144499178982
12085001404,Florida,Martin County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,97300,356000,0.355,11210,1670,293800,258400,396.3,1060,1365,4914,456,54,0,8,163,462,106,172,3029,5879,0.1803027725803708,0.23218234393604353,0.8358564381697567,0.07756421160061235,0.009185235584283042,0,0.001360775642116006,0.027725803708113624,0.07858479333219935,0.03499504787058435,0.056784417299438755
12085001406,Florida,Martin County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137500,475700,0.416,13880,1890,356500,364200,376.26,640,691,3321,81,53,2,10,62,128,20,8,1562,4005,0.15980024968789014,0.17253433208489388,0.8292134831460675,0.020224719101123594,0.013233458177278402,4.993757802746567e-4,0.0024968789013732834,0.015480649188514358,0.031960049937578026,0.012804097311139564,0.005121638924455826
12085001408,Florida,Martin County,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,7,1,0,0,68700,304300,0.345,8040,1230,278700,162900,418.78,525,831,2755,303,20,5,12,133,318,102,209,1893,3707,0.1416239546803345,0.22417048826544375,0.7431885621796601,0.08173725384407877,0.005395198273536552,0.001348799568384138,0.0032371189641219314,0.03587806851901807,0.08578365254923119,0.05388272583201268,0.1104067617538299
12085001409,Florida,Martin County,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,81100,353800,0.304,8710,1660,283000,232300,249.61,371,1038,2611,62,29,1,3,37,117,48,14,1618,3400,0.10911764705882353,0.3052941176470588,0.7679411764705882,0.018235294117647058,0.008529411764705883,2.941176470588235e-4,8.823529411764706e-4,0.01088235294117647,0.03441176470588235,0.029666254635352288,0.00865265760197775
12085001410,Florida,Martin County,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,3,1,0,0,77400,328900,0.312,8080,1520,261100,195400,295.95,891,1921,4165,774,43,6,27,360,635,23,269,3295,6177,0.14424477901894123,0.31099239112837945,0.6742755382871944,0.1253035454103934,0.006961308078355189,9.713453132588635e-4,0.004371053909664886,0.05828071879553181,0.10280071231989639,0.006980273141122913,0.08163884673748104
12085001500,Florida,Martin County,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,244700,900600,0.412,16920,2380,509000,848100,311.71,407,1364,3550,64,35,2,12,44,156,96,13,2405,3768,0.10801486199575372,0.3619957537154989,0.942144373673036,0.016985138004246284,0.009288747346072187,5.307855626326964e-4,0.0031847133757961785,0.01167728237791932,0.041401273885350316,0.03991683991683992,0.005405405405405406
12085001601,Florida,Martin County,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,165400,602400,0.449,13210,1970,383100,407100,403.37,545,1700,4066,27,20,0,6,57,147,78,15,2556,4728,0.11527072758037225,0.3595600676818951,0.8599830795262268,0.005710659898477157,0.004230118443316413,0,0.0012690355329949238,0.012055837563451776,0.031091370558375634,0.03051643192488263,0.005868544600938967
12085001700,Florida,Martin County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70600,202400,0.297,16660,1780,268800,260200,344.05,1982,1958,9385,179,102,2,22,304,753,78,219,4546,10983,0.18046071200946917,0.17827551670763908,0.8545024128198124,0.016297914959482837,0.00928708003277793,1.8209960848584176e-4,0.0020030956933442595,0.02767914048984795,0.06856050259491941,0.01715794104707435,0.04817421909370875
12085001801,Florida,Martin County,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,18400,72600,0.168,10630,1150,171000,105500,140.73,2028,952,3517,1123,48,31,214,2075,4270,186,471,2308,7325,0.27686006825938564,0.12996587030716725,0.48013651877133107,0.15331058020477817,0.006552901023890785,0.004232081911262798,0.029215017064846416,0.2832764505119454,0.5829351535836177,0.0805892547660312,0.20407279029462738
12086000120,Florida,Miami-Dade County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,461300,1927800,0.522,9690,2160,775800,821300,652.55,777,609,3711,214,137,0,8,219,1993,59,130,2233,4331,0.1794042946201801,0.14061417686446548,0.8568459939967675,0.04941122142692219,0.03163241745555299,0,0.0018471484645578389,0.05056568921727084,0.4601708612329716,0.026421854008060904,0.05821764442454098
12086000202,Florida,Miami-Dade County,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,111800,558900,0.413,6350,1170,329100,197400,548.94,1534,854,4192,1487,347,1,13,707,3756,111,522,2335,6717,0.2283757629894298,0.12714009230311152,0.6240881345838916,0.22137859163316956,0.051659967247283015,1.4887598630340925e-4,0.0019353878219443203,0.10525532231651034,0.5591782045556052,0.04753747323340471,0.22355460385438972
12086000204,Florida,Miami-Dade County,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,1,0,0,80200,377200,0.326,7330,1390,280500,194900,472.98,1185,460,1028,3142,132,4,14,335,1121,23,258,1312,4873,0.24317668787194746,0.09439770162117792,0.2109583418838498,0.644777344551611,0.02708803611738149,8.208495793145906e-4,0.002872973527601067,0.06874615226759696,0.23004309460291403,0.01753048780487805,0.19664634146341464
